ID,수요량
TEST_0000,222.76809919878903
TEST_0001,29.015472429012036
TEST_0002,384.7411211761952
TEST_0003,241.18574392544554
TEST_0004,92.17822982234863
TEST_0005,216.16882413446098
TEST_0006,190.48432734211318
TEST_0007,687.912624467953
TEST_0008,259.8330312668909
TEST_0009,254.13804584019906
TEST_0010,128.57160929741104
TEST_0011,100.48995270799526
TEST_0012,159.08920297755094
TEST_0013,282.39425856055794
TEST_0014,93.27815495419924
TEST_0015,52.62313520682334
TEST_0016,52.59677365645304
TEST_0017,410.5313927488472
TEST_0018,157.4988354373175
TEST_0019,46.266789047185114
TEST_0020,104.55307296062517
TEST_0021,-109.59895100772694
TEST_0022,61.52416271804838
TEST_0023,-1.9966095703643683
TEST_0024,390.8798788653409
TEST_0025,67.36353286463499
TEST_0026,374.7626048719854
TEST_0027,496.66210914697075
TEST_0028,776.6855422664162
TEST_0029,446.05355872691774
TEST_0030,376.0818060267075
TEST_0031,404.2481634788632
TEST_0032,79.7048596676661
TEST_0033,63.64845208216769
TEST_0034,456.1091007657717
TEST_0035,1619.4850454577972
TEST_0036,944.8899889330813
TEST_0037,712.1515278521008
TEST_0038,106.95274158434253
TEST_0039,448.7255866376217
TEST_0040,251.26197625644866
TEST_0041,25.91330729262648
TEST_0042,346.68446846994055
TEST_0043,106.375564404802
TEST_0044,776.7148650421911
TEST_0045,181.39722230157525
TEST_0046,779.7784861816106
TEST_0047,36.815382227322964
TEST_0048,780.9689505733432
TEST_0049,62.62770818293932
TEST_0050,83.95571025785965
TEST_0051,795.8007555432271
TEST_0052,5.112234118206823
TEST_0053,233.8815308243988
TEST_0054,113.94438904423822
TEST_0055,1099.0237246889808
TEST_0056,91.02170514592459
TEST_0057,92.31617131661804
TEST_0058,259.07587266603326
TEST_0059,1530.6701684009038
TEST_0060,386.72345395852204
TEST_0061,898.4548721747233
TEST_0062,41.8740558858692
TEST_0063,356.0358511050502
TEST_0064,172.66552474944908
TEST_0065,938.2093374884969
TEST_0066,176.3590931603713
TEST_0067,119.43205739310532
TEST_0068,652.0192599023903
TEST_0069,311.5304510322265
TEST_0070,477.9886450996974
TEST_0071,31.924488209517342
TEST_0072,57.78061735103282
TEST_0073,314.9777148834094
TEST_0074,-33.50829719274057
TEST_0075,350.5640030792378
TEST_0076,110.80621270937047
TEST_0077,135.56553620077864
TEST_0078,156.8188738192584
TEST_0079,386.7499613367096
TEST_0080,371.8520674636402
TEST_0081,965.148752981915
TEST_0082,109.46006481756152
TEST_0083,493.0682420691397
TEST_0084,77.07619387979832
TEST_0085,54.54452413620625
TEST_0086,271.24635067095375
TEST_0087,60.57075943211738
TEST_0088,73.56152422854116
TEST_0089,42.12145734215785
TEST_0090,35.659521618817166
TEST_0091,361.9331875319996
TEST_0092,432.5361413518762
TEST_0093,171.03154204331054
TEST_0094,228.71428926167422
