ID,수요량
TEST_0000,199.93459
TEST_0001,24.583033
TEST_0002,214.06873
TEST_0003,202.33543
TEST_0004,256.26523
TEST_0005,251.93568
TEST_0006,321.59897
TEST_0007,653.87885
TEST_0008,196.74336
TEST_0009,444.0332
TEST_0010,154.34468
TEST_0011,132.65514
TEST_0012,192.70807
TEST_0013,207.95053
TEST_0014,149.0101
TEST_0015,53.59476
TEST_0016,57.59611
TEST_0017,220.40674
TEST_0018,207.27234
TEST_0019,64.28103
TEST_0020,85.51328
TEST_0021,118.06324
TEST_0022,55.551723
TEST_0023,70.82396
TEST_0024,332.93094
TEST_0025,45.95769
TEST_0026,392.09958
TEST_0027,502.1117
TEST_0028,840.12305
TEST_0029,422.33838
TEST_0030,292.85977
TEST_0031,269.16592
TEST_0032,89.13673
TEST_0033,210.5118
TEST_0034,383.20154
TEST_0035,1075.5895
TEST_0036,432.01245
TEST_0037,587.95074
TEST_0038,102.319336
TEST_0039,309.91003
TEST_0040,143.5657
TEST_0041,41.264347
TEST_0042,351.17688
TEST_0043,107.686874
TEST_0044,795.40674
TEST_0045,218.15047
TEST_0046,760.0489
TEST_0047,199.93459
TEST_0048,567.1982
TEST_0049,50.351776
TEST_0050,137.26402
TEST_0051,665.4792
TEST_0052,78.045654
TEST_0053,199.93459
TEST_0054,251.93568
TEST_0055,742.2157
TEST_0056,34.042652
TEST_0057,198.77522
TEST_0058,268.71912
TEST_0059,1379.5812
TEST_0060,348.493
TEST_0061,615.65
TEST_0062,175.75014
TEST_0063,342.98444
TEST_0064,295.9689
TEST_0065,661.7685
TEST_0066,248.48285
TEST_0067,181.16583
TEST_0068,587.2813
TEST_0069,359.4361
TEST_0070,226.00398
TEST_0071,79.088104
TEST_0072,61.64057
TEST_0073,220.40674
TEST_0074,75.31652
TEST_0075,320.06802
TEST_0076,100.07473
TEST_0077,327.35013
TEST_0078,262.00818
TEST_0079,240.9401
TEST_0080,235.0864
TEST_0081,710.3049
TEST_0082,57.246483
TEST_0083,382.9753
TEST_0084,50.02478
TEST_0085,57.662785
TEST_0086,227.224
TEST_0087,129.89487
TEST_0088,135.63623
TEST_0089,59.945805
TEST_0090,53.59476
TEST_0091,450.32092
TEST_0092,329.5483
TEST_0093,256.64548
TEST_0094,265.57373
TEST_0095,245.25543
TEST_0096,390.7458
TEST_0097,78.045654
TEST_0098,337.00623
TEST_0099,577.3896
TEST_0100,105.630936
TEST_0101,279.64246
TEST_0102,50.351776
TEST_0103,380.40207
TEST_0104,195.8599
TEST_0105,77.60273
TEST_0106,194.16254
TEST_0107,423.5413
TEST_0108,181.24387
TEST_0109,174.08875
TEST_0110,84.27317
TEST_0111,57.246483
TEST_0112,181.15427
TEST_0113,426.7031
TEST_0114,80.88419
TEST_0115,468.99118
TEST_0116,455.06058
TEST_0117,82.25129
TEST_0118,331.36734
TEST_0119,183.82399
TEST_0120,202.92813
TEST_0121,181.81726
TEST_0122,313.8642
TEST_0123,146.1634
TEST_0124,418.69003
TEST_0125,161.41917
TEST_0126,104.402336
TEST_0127,186.64577
TEST_0128,275.77853
TEST_0129,390.43686
TEST_0130,421.88193
TEST_0131,73.1963
TEST_0132,275.96512
TEST_0133,244.3681
TEST_0134,185.13506
TEST_0135,393.91214
TEST_0136,59.945805
TEST_0137,17.125252
TEST_0138,86.3098
TEST_0139,239.26387
TEST_0140,717.44635
TEST_0141,219.12532
TEST_0142,952.2412
TEST_0143,93.40165
TEST_0144,200.44608
TEST_0145,358.85446
TEST_0146,48.90841
TEST_0147,386.26813
TEST_0148,836.9894
TEST_0149,181.56256
TEST_0150,67.82536
TEST_0151,331.60648
TEST_0152,43.12975
TEST_0153,78.045654
TEST_0154,91.34504
TEST_0155,186.87617
TEST_0156,43.808865
TEST_0157,78.045654
TEST_0158,379.5896
TEST_0159,92.83939
TEST_0160,220.99771
TEST_0161,183.45454
TEST_0162,160.14954
TEST_0163,117.26356
TEST_0164,215.77783
TEST_0165,94.73579
TEST_0166,300.55478
TEST_0167,68.97851
TEST_0168,82.33563
TEST_0169,220.40674
TEST_0170,111.030655
TEST_0171,1265.9426
TEST_0172,201.7212
TEST_0173,214.06873
TEST_0174,244.83104
TEST_0175,322.32663
TEST_0176,397.90482
TEST_0177,74.06693
TEST_0178,169.97272
TEST_0179,405.68765
TEST_0180,119.55437
TEST_0181,188.32127
TEST_0182,460.0602
TEST_0183,47.622646
TEST_0184,220.40674
TEST_0185,170.22476
TEST_0186,560.5627
TEST_0187,202.87395
TEST_0188,275.96512
TEST_0189,186.93985
TEST_0190,132.65514
TEST_0191,43.86324
TEST_0192,529.38574
TEST_0193,50.351444
TEST_0194,2131.9739
TEST_0195,55.57471
TEST_0196,69.00061
TEST_0197,50.351444
TEST_0198,204.89433
TEST_0199,251.01639
TEST_0200,360.39105
TEST_0201,54.84434
TEST_0202,74.06693
TEST_0203,246.71436
TEST_0204,76.72435
TEST_0205,154.39847
TEST_0206,371.02673
TEST_0207,111.62403
TEST_0208,332.93094
TEST_0209,52.72411
TEST_0210,56.130104
