ID,수요량
TEST_0000,188.93562
TEST_0001,-7.5873766
TEST_0002,211.2823
TEST_0003,187.64168
TEST_0004,295.47522
TEST_0005,255.2913
TEST_0006,342.22998
TEST_0007,666.643
TEST_0008,182.90977
TEST_0009,423.209
TEST_0010,151.12622
TEST_0011,149.80621
TEST_0012,189.22281
TEST_0013,205.98772
TEST_0014,148.57837
TEST_0015,42.43349
TEST_0016,39.7921
TEST_0017,231.0148
TEST_0018,207.62206
TEST_0019,56.057304
TEST_0020,83.98508
TEST_0021,105.790886
TEST_0022,42.830482
TEST_0023,82.08494
TEST_0024,315.99362
TEST_0025,34.475567
TEST_0026,417.73126
TEST_0027,547.298
TEST_0028,777.40533
TEST_0029,408.54178
TEST_0030,266.7143
TEST_0031,255.56792
TEST_0032,76.48632
TEST_0033,284.50732
TEST_0034,398.60776
TEST_0035,897.2706
TEST_0036,384.1376
TEST_0037,567.7581
TEST_0038,123.93595
TEST_0039,325.11053
TEST_0040,96.31832
TEST_0041,23.097944
TEST_0042,381.30643
TEST_0043,97.128944
TEST_0044,770.6325
TEST_0045,239.484
TEST_0046,756.53845
TEST_0047,188.93562
TEST_0048,519.3506
TEST_0049,40.005768
TEST_0050,144.469
TEST_0051,673.7023
TEST_0052,94.24014
TEST_0053,195.77742
TEST_0054,263.36633
TEST_0055,682.3558
TEST_0056,10.942756
TEST_0057,204.12688
TEST_0058,270.77524
TEST_0059,1094.3461
TEST_0060,328.1489
TEST_0061,522.38763
TEST_0062,141.6884
TEST_0063,323.04037
TEST_0064,307.7244
TEST_0065,608.13055
TEST_0066,288.61722
TEST_0067,215.66473
TEST_0068,567.5681
TEST_0069,398.20975
TEST_0070,236.26547
TEST_0071,103.649025
TEST_0072,48.36069
TEST_0073,231.0148
TEST_0074,92.26706
TEST_0075,328.2962
TEST_0076,115.48955
TEST_0077,379.57535
TEST_0078,284.09674
TEST_0079,259.86716
TEST_0080,252.35568
TEST_0081,748.8291
TEST_0082,42.830482
TEST_0083,390.90506
TEST_0084,30.675293
TEST_0085,12.046281
TEST_0086,205.03535
TEST_0087,124.29382
TEST_0088,183.19019
TEST_0089,48.36069
TEST_0090,42.43349
TEST_0091,540.7894
TEST_0092,342.22998
TEST_0093,270.66266
TEST_0094,303.24255
TEST_0095,254.55196
TEST_0096,406.09995
TEST_0097,94.24014
TEST_0098,357.46106
TEST_0099,456.17023
TEST_0100,111.6526
TEST_0101,265.94296
TEST_0102,40.005768
TEST_0103,433.72794
TEST_0104,197.95494
TEST_0105,46.636272
TEST_0106,216.68222
TEST_0107,437.36887
TEST_0108,146.7521
TEST_0109,223.59563
TEST_0110,84.80144
TEST_0111,42.830482
TEST_0112,181.99055
TEST_0113,394.42395
TEST_0114,58.53321
TEST_0115,472.9095
TEST_0116,498.55624
TEST_0117,91.53062
TEST_0118,420.7995
TEST_0119,172.8451
TEST_0120,212.09824
TEST_0121,151.4488
TEST_0122,319.9955
TEST_0123,150.0704
TEST_0124,418.1518
TEST_0125,182.73572
TEST_0126,81.17346
TEST_0127,178.09201
TEST_0128,313.87244
TEST_0129,392.95328
TEST_0130,373.92065
TEST_0131,78.28466
TEST_0132,269.60315
TEST_0133,233.90363
TEST_0134,207.429
TEST_0135,423.65012
TEST_0136,48.36069
TEST_0137,-4.930422
TEST_0138,117.77731
TEST_0139,233.28838
TEST_0140,730.09705
TEST_0141,206.05391
TEST_0142,903.6711
TEST_0143,106.32369
TEST_0144,185.1366
TEST_0145,357.2937
TEST_0146,37.36438
TEST_0147,380.76364
TEST_0148,760.2725
TEST_0149,168.28592
TEST_0150,70.707344
