ID,수요량
TEST_0000,273.51
TEST_0001,40.23
TEST_0002,469.74
TEST_0003,179.27
TEST_0004,150.14
TEST_0005,280.13
TEST_0006,302.23
TEST_0007,638.13
TEST_0008,247.45
TEST_0009,487.26
TEST_0010,84.86
TEST_0011,111.34
TEST_0012,144.61
TEST_0013,91.05
TEST_0014,96.74
TEST_0015,76.64
TEST_0016,42.69
TEST_0017,209.67
TEST_0018,48.04
TEST_0019,19.63
TEST_0020,43.06
TEST_0021,78.77
TEST_0022,65.89
TEST_0023,27.01
TEST_0024,371.69
TEST_0025,55.45
TEST_0026,390.11
TEST_0027,511.07
TEST_0028,617.62
TEST_0029,464.18
TEST_0030,404.88
TEST_0031,428.84
TEST_0032,74.68
TEST_0033,87.65
TEST_0034,421.79
TEST_0035,1425.7
TEST_0036,835.89
TEST_0037,686.04
TEST_0038,88.69
TEST_0039,234.92
TEST_0040,387.39
TEST_0041,28.01
TEST_0042,496.84
TEST_0043,57.24
TEST_0044,997.19
TEST_0045,262.17
TEST_0046,868.0
TEST_0047,80.15
TEST_0048,180.36
TEST_0049,36.8
TEST_0050,62.63
TEST_0051,713.15
TEST_0052,52.13
TEST_0053,152.73
TEST_0054,206.34
TEST_0055,899.56
TEST_0056,23.35
TEST_0057,167.12
TEST_0058,315.72
TEST_0059,798.63
TEST_0060,357.98
TEST_0061,663.48
TEST_0062,53.7
TEST_0063,443.84
TEST_0064,279.51
TEST_0065,571.82
TEST_0066,164.42
TEST_0067,104.42
TEST_0068,610.52
TEST_0069,358.0
TEST_0070,184.11
TEST_0071,26.47
TEST_0072,71.34
TEST_0073,320.46
TEST_0074,20.32
TEST_0075,270.72
TEST_0076,60.96
TEST_0077,350.96
TEST_0078,160.91
TEST_0079,653.02
TEST_0080,233.5
TEST_0081,754.85
TEST_0082,79.34
TEST_0083,397.59
TEST_0084,73.7
TEST_0085,30.37
TEST_0086,227.99
TEST_0087,70.25
TEST_0088,44.11
TEST_0089,61.04
TEST_0090,25.39
TEST_0091,411.35
TEST_0092,360.76
TEST_0093,117.1
TEST_0094,140.06
TEST_0095,367.44
TEST_0096,387.22
TEST_0097,32.26
TEST_0098,343.99
TEST_0099,312.66
TEST_0100,73.45
TEST_0101,192.76
TEST_0102,31.94
TEST_0103,459.17
TEST_0104,35.04
TEST_0105,105.79
TEST_0106,173.27
TEST_0107,585.98
