ID,수요량
TEST_0000,238.56822153658456
TEST_0001,41.10467899550355
TEST_0002,390.90170209100125
TEST_0003,228.45468113301055
TEST_0004,161.51785991810948
TEST_0005,215.5474796230669
TEST_0006,243.63877142333848
TEST_0007,593.9695851465644
TEST_0008,267.2624195933423
TEST_0009,403.40829135581794
TEST_0010,97.4297388920904
TEST_0011,105.55721069731726
TEST_0012,146.74151384268922
TEST_0013,156.03749898743126
TEST_0014,2.338573940395483
TEST_0015,42.019071053345485
TEST_0016,52.91569089654173
TEST_0017,363.6732678083257
TEST_0018,208.26003496693815
TEST_0019,29.60103189966118
TEST_0020,120.22074781282943
TEST_0021,-11.57684816293647
TEST_0022,70.29655573572269
TEST_0023,-13.38078487111952
TEST_0024,506.95355777102253
TEST_0025,65.08484338685126
TEST_0026,348.7362432927049
TEST_0027,513.6486843375121
TEST_0028,771.3208923851877
TEST_0029,453.9060809278716
TEST_0030,371.3528474675528
TEST_0031,337.735671993152
TEST_0032,79.7083227124904
TEST_0033,36.61026877669326
TEST_0034,425.4365495713993
TEST_0035,1768.9447482467797
TEST_0036,764.7934388153681
TEST_0037,642.7887122803503
TEST_0038,105.36576433765187
TEST_0039,507.58009523569547
TEST_0040,132.35832648572526
TEST_0041,44.56859053538777
TEST_0042,405.14254089009324
TEST_0043,78.28041738919917
TEST_0044,971.7221700171704
TEST_0045,191.72694340121063
TEST_0046,825.3853428663516
TEST_0047,75.56559193927451
TEST_0048,515.5253560028389
TEST_0049,58.009495933446885
TEST_0050,180.8052085093408
TEST_0051,880.2067103482719
TEST_0052,-3.8141971459656783
TEST_0053,240.21729518146265
TEST_0054,179.26034994962905
TEST_0055,865.3980562809327
TEST_0056,85.60310265253871
TEST_0057,13.953109689059815
TEST_0058,299.80066113486646
TEST_0059,1574.6613979506112
TEST_0060,347.081801068735
TEST_0061,910.2276186302802
TEST_0062,47.49539022469201
TEST_0063,334.92644564191744
TEST_0064,139.23651922972422
TEST_0065,1035.7757972867225
TEST_0066,160.61413662170577
TEST_0067,117.91292404288964
TEST_0068,657.3447954668202
TEST_0069,346.25819026165425
TEST_0070,452.4810984845924
TEST_0071,60.431579586892994
TEST_0072,37.77682727698029
TEST_0073,255.619480959241
TEST_0074,11.238688971257828
TEST_0075,282.34056703399426
TEST_0076,96.87536700265882
TEST_0077,235.42280857059157
TEST_0078,133.8686885068767
TEST_0079,438.023837710378
TEST_0080,233.6871295688706
TEST_0081,809.2809170738363
TEST_0082,99.7041350225509
TEST_0083,548.1117935351203
TEST_0084,80.30113564558836
TEST_0085,-39.239058161019635
TEST_0086,277.635553070949
TEST_0087,43.55835473215466
TEST_0088,102.82978226720321
TEST_0089,66.83082053061963
TEST_0090,45.40482716648287
TEST_0091,414.92474965377545
TEST_0092,460.08102421461683
TEST_0093,208.39156997391194
TEST_0094,191.77383976309864
TEST_0095,396.8874281290457
TEST_0096,497.4883381307701
TEST_0097,51.80088852213889
TEST_0098,311.4358845749272
TEST_0099,509.79659371250267
TEST_0100,-36.543415117488756
TEST_0101,250.8184083873591
TEST_0102,42.522482885106484
TEST_0103,399.67968966322604
TEST_0104,190.39520487461968
TEST_0105,65.04294148156991
TEST_0106,43.00855261160346
TEST_0107,732.3121736656516
TEST_0108,190.96711378365305
TEST_0109,188.8330045158617
TEST_0110,97.96905648540049
TEST_0111,76.54491715311559
TEST_0112,120.95507807789552
TEST_0113,469.9057210619119
TEST_0114,86.59277133165031
TEST_0115,636.7223501314327
TEST_0116,788.4014354003958
TEST_0117,71.87047311098814
TEST_0118,255.82649853727224
TEST_0119,323.9949760287639
TEST_0120,354.96385178021444
TEST_0121,98.87378382100316
TEST_0122,398.3241030205532
TEST_0123,105.39808540898383
TEST_0124,521.7922040908305
TEST_0125,-18.32127920905239
TEST_0126,120.61290543091488
TEST_0127,132.8341931697741
TEST_0128,413.993390414533
TEST_0129,467.69400392103347
TEST_0130,307.43858851953996
TEST_0131,38.99389788489531
TEST_0132,317.6643722428206
TEST_0133,224.3248737392206
TEST_0134,236.98907101216994
TEST_0135,617.9454256735531
TEST_0136,53.887011618984104
TEST_0137,-77.8270375962879
TEST_0138,60.01403817128868
TEST_0139,321.94247584051953
TEST_0140,648.5856187417568
TEST_0141,194.814247411836
TEST_0142,1214.2139991730955
TEST_0143,24.40951523015562
TEST_0144,509.39288669693525
TEST_0145,343.8761823183307
TEST_0146,12.66694856115233
TEST_0147,426.47982641879724
TEST_0148,712.4166218948202
TEST_0149,146.6959991160078
TEST_0150,34.70733911066755
TEST_0151,643.9794136092604
TEST_0152,17.808026913124248
TEST_0153,35.74009830492363
TEST_0154,96.11471651252616
TEST_0155,214.3987613220786
TEST_0156,-11.95546081679881
TEST_0157,94.80746364758674
TEST_0158,330.5486381021995
TEST_0159,29.733758771448265
TEST_0160,198.5165469632978
TEST_0161,112.97522952024205
TEST_0162,181.30413163786537
TEST_0163,22.195288917153942
TEST_0164,135.10547975959386
TEST_0165,97.57491477136416
TEST_0166,142.59866487702965
TEST_0167,71.94540477127335
TEST_0168,6.055886829822958
TEST_0169,113.75849297484724
TEST_0170,107.15183996797559
TEST_0171,1248.3573686713746
TEST_0172,167.264971907811
TEST_0173,563.0715104921429
TEST_0174,472.46756629766946
TEST_0175,386.104631730568
TEST_0176,394.17579721785347
TEST_0177,38.656542137450145
TEST_0178,-79.48299162368964
TEST_0179,456.08081017863736
TEST_0180,166.75608037620094
TEST_0181,250.40146391297353
TEST_0182,405.13156765869655
TEST_0183,15.401469375156367
TEST_0184,338.37790908995754
TEST_0185,152.9052083393462
TEST_0186,600.1875320296278
TEST_0187,-106.05806484251072
TEST_0188,453.87363154500684
TEST_0189,12.772205549724065
TEST_0190,185.6655730199212
TEST_0191,15.758950070306891
TEST_0192,813.1928440517338
TEST_0193,57.48091847054939
TEST_0194,2539.198332606609
TEST_0195,124.02966578176218
TEST_0196,68.56780362305513
TEST_0197,27.016728850315165
TEST_0198,249.71447254003735
TEST_0199,267.86378555948255
TEST_0200,328.675741397182
TEST_0201,19.413353405271614
TEST_0202,44.615902864753195
TEST_0203,313.2834121302601
TEST_0204,91.96437552945274
TEST_0205,174.07330162785615
TEST_0206,410.7670843407967
TEST_0207,146.00746647526677
TEST_0208,418.36626042790385
TEST_0209,58.61188386538776
TEST_0210,32.1942546362793
TEST_0211,128.849354925793
TEST_0212,337.5456768368427
TEST_0213,345.54536670402496
TEST_0214,473.1229977975677
TEST_0215,20.201048547505547
TEST_0216,573.3000089156837
TEST_0217,89.78260634954856
TEST_0218,-92.54725540165437
TEST_0219,492.66308966234914
TEST_0220,566.5888972537867
TEST_0221,860.4376271390913
TEST_0222,188.2454160325724
TEST_0223,53.637886118787485
TEST_0224,288.83409164463336
TEST_0225,223.8239147802064
TEST_0226,179.45277939635295
TEST_0227,263.3416672834679
TEST_0228,-38.72283524221694
TEST_0229,366.41932388678663
TEST_0230,158.75443049244652
TEST_0231,817.2612321057926
TEST_0232,90.2835850325776
TEST_0233,298.71065652514653
TEST_0234,264.05545793325524
TEST_0235,73.27572026974484
TEST_0236,46.179565674785714
TEST_0237,66.71283339994696
TEST_0238,163.13734406538077
TEST_0239,69.6268793900097
TEST_0240,5.746771711154331
TEST_0241,65.59547664105993
TEST_0242,1192.920763741219
TEST_0243,73.86145532967988
TEST_0244,425.7790214144755
TEST_0245,120.07000281639147
TEST_0246,160.53671302547474
TEST_0247,54.17129472624709
TEST_0248,386.14436842670693
TEST_0249,108.8120773047496
TEST_0250,-41.72617934934705
TEST_0251,338.93634375331135
TEST_0252,224.12765316945737
TEST_0253,85.45616628591327
TEST_0254,546.4190299721139
TEST_0255,936.1148756721336
TEST_0256,101.95955668362983
TEST_0257,1246.6355814822132
TEST_0258,68.77830366159574
TEST_0259,297.1638388951521
TEST_0260,27.999529500363955
TEST_0261,512.5641326702423
TEST_0262,925.2284601276936
TEST_0263,104.05163334275043
TEST_0264,88.83145358757558
TEST_0265,77.66671426695054
TEST_0266,667.3886444262745
TEST_0267,300.8896182600983
TEST_0268,22.57530061100537
TEST_0269,782.785356174146
TEST_0270,339.8531272115616
TEST_0271,7.693158420041922
TEST_0272,-33.747543331043616
TEST_0273,152.03404363510745
TEST_0274,115.71050580019813
TEST_0275,89.99359766199852
TEST_0276,157.51649306141826
TEST_0277,175.73583623772382
TEST_0278,67.93968851440549
TEST_0279,532.6577470738324
TEST_0280,100.90935180685766
TEST_0281,47.98954546765822
TEST_0282,240.50170674929126
TEST_0283,95.94972210113973
TEST_0284,54.14371442300775
TEST_0285,67.5977573314326
TEST_0286,369.1538019618816
TEST_0287,-7.762286577277559
TEST_0288,135.68205472112243
TEST_0289,138.80157706171627
TEST_0290,409.24436662062163
TEST_0291,-1.7605106379923503
TEST_0292,235.11537649936145
TEST_0293,187.667202641251
TEST_0294,32.33179858834031
TEST_0295,273.6077843478099
TEST_0296,-60.985813925598336
TEST_0297,127.10697500045131
TEST_0298,828.1036593911422
TEST_0299,277.0696176604004
TEST_0300,13.826395264045114
TEST_0301,143.1794489850398
TEST_0302,518.482742910367
TEST_0303,120.23107354272744
TEST_0304,305.265084016567
TEST_0305,183.32303881783196
TEST_0306,152.63147224998457
TEST_0307,18.652210759234364
TEST_0308,331.29026251924023
TEST_0309,581.6777821503176
TEST_0310,55.95408549690656
TEST_0311,80.17297714411167
TEST_0312,5.407165540616838
TEST_0313,242.11478004596384
TEST_0314,107.70280908726656
TEST_0315,53.59906438399291
TEST_0316,191.5798766585221
TEST_0317,62.82010058490508
TEST_0318,444.77171562291034
TEST_0319,169.17187088613804
TEST_0320,15.879603769810608
TEST_0321,37.64150301546882
TEST_0322,228.06826742870913
TEST_0323,178.71903849349565
TEST_0324,71.0209561402223
TEST_0325,222.44301001477646
TEST_0326,1360.2592348684789
TEST_0327,413.1175978420768
TEST_0328,192.1113657662024
TEST_0329,-43.772472661542025
TEST_0330,-58.00099953886602
TEST_0331,220.80775423190065
TEST_0332,184.79228042589835
TEST_0333,113.30011397988773
TEST_0334,230.96513829575608
TEST_0335,193.65928764654296
TEST_0336,643.231718052936
TEST_0337,17.050879956154688
TEST_0338,249.9034008802944
TEST_0339,123.66568561505267
TEST_0340,51.6338859296115
TEST_0341,258.7079201709847
TEST_0342,465.6073727238531
TEST_0343,57.13113483501018
TEST_0344,71.37825266694992
TEST_0345,127.92921386693672
TEST_0346,153.51467121368742
TEST_0347,166.74954617842354
TEST_0348,242.04451707999286
TEST_0349,218.10042696103676
TEST_0350,447.68543105639003
TEST_0351,578.4801182199483
TEST_0352,117.81168028907275
TEST_0353,576.7886508491642
TEST_0354,62.417969749392846
TEST_0355,385.31382365209487
TEST_0356,-39.634819635165826
TEST_0357,73.6458274763947
TEST_0358,276.7923321229883
TEST_0359,319.70737068461847
TEST_0360,18.369544605189024
TEST_0361,432.45336513951116
TEST_0362,106.18894847075946
TEST_0363,-18.05463759535253
TEST_0364,419.4100866870123
TEST_0365,83.592737649716
TEST_0366,63.839211922472195
TEST_0367,488.11042443625917
TEST_0368,313.21754813390135
TEST_0369,43.24828377476623
TEST_0370,92.21223361160244
TEST_0371,186.29254384812123
TEST_0372,372.3663349568101
TEST_0373,243.96615226115176
TEST_0374,258.846411331112
TEST_0375,499.3346127717403
TEST_0376,38.423570756301274
TEST_0377,66.8433106301188
TEST_0378,87.03687246880908
TEST_0379,156.98697855610564
TEST_0380,2.03669580286113
TEST_0381,-18.023985561378
TEST_0382,361.81229276408953
TEST_0383,15.350351922033463
TEST_0384,43.14574871707524
TEST_0385,81.40258448566378
TEST_0386,326.91110581015414
TEST_0387,88.83991413981222
TEST_0388,512.1996612227158
TEST_0389,12.764097151071056
TEST_0390,125.4685845419023
TEST_0391,40.08455223690918
TEST_0392,4.000875294009799
